父评论id,评论id,用户名,评论内容
-1,7347316,whaz007,平庸之作,福楼拜1862年7月致友人的信函： <br>　　 <br>　　我有生以来，一直赞佩雨果，现在却感到愤慨！我要爆发出来，怎样！这部小说，既不真实，也不伟大。至于文笔，觉得作者故意写得不伦不类，不登大雅，以取悦庸众…… <br>　　 <br>　　各种人都死板板一种性格，像悲剧中的人物！生活里哪有像芳汀那样的妓女，像冉阿让那样的苦役犯？……都是些假人，糖人……大篇说理，讲得都是题外之事，没有一句切题的话。相反，却发誓说普选是好事，要给民众受教育；这类话，一再重复，令人生厌。 <br>　　 <br>　　此书——虽有写的好的段落，但甚少——肯定是幼稚的……后人不会饶恕的，他居然想当思想家，跟他本性也不合呀。 <br>=============================================<br>福楼拜也真算是一针见血，把这书里的废话删掉，这书能缩水一半，难道写那么多废话把书写厚就是巨著了？几车的废话也能美其名曰是思想，废话写的多就是思想家了？小说就是小说，不是说把小说写成历史书就是好的。把一些普通的小故事硬是生拉硬拽进历史大背景这样就史诗了？若是融合的好也就算了，但偏偏生硬的要死。卖弄才学浪费纸张，人物性格还极为扁平，就知道矫揉造作的煽情，这书也就只能取悦取悦庸众了。
7347316,12364163,一万个星光,,福楼拜是现实主义作家，肯定要否定浪漫主义对生活的理想化和浪漫化的价值
-1,7443782,寂静流年,雨果笔下的19世纪初期的“悲惨世界”,&nbsp;&nbsp;&nbsp;&nbsp;《悲惨世界》是继《巴黎圣母院》之后，在法国小说乃至世界小说创作史上的又一个里程碑。雨果以人道主义为精神原则，以工人冉阿让的悲惨生活为主线，向读者展示了拿破仑帝国后期至七月王朝时期法国政治、经济、社会生活的历史画卷，揭露了大革命后法国普通民众生活依然贫困的事实，表现了对法国资产阶级的强烈不满。 <br>&nbsp;&nbsp;&nbsp;&nbsp;虽然小说的人物和剧情大多是虚构的，不能作为研究法国革命史的第一手资料。但是因为偷一条面包而被判多年监禁、为了生计出卖牙齿甚至出卖身体等事情又是有其社会原型的，特别结合一八三二年六月巴黎共和党人起义等事件，使我们能够通过这部作品更好的窥探十九世纪初期的法国人民的“悲惨世界”。<br>&nbsp;&nbsp;&nbsp;&nbsp;“你是否听到人民的歌声？那愤怒的人民的歌唱？这是不愿再为奴的民族的音乐在回响。若你心跳的节拍与鼓点一同激荡，新生活便将开始，随著明天的曙光。你是否会参加我们的战斗？勇敢的人们，谁会与我们同一战线？在街垒的那一边那渴望已久的世界，你是否已看见？那么请参加这场战斗，你会得到你的权利──得到自由！<br>&nbsp;&nbsp;&nbsp;&nbsp;你是否会倾尽你的所有，让我们的旗帜高高飘扬？如果有人能幸存，有人将阵亡，你是否会起来为此机会放手一搏？烈士的鲜血将把法兰西的绿草浇灌。” <br>&nbsp;&nbsp;&nbsp;&nbsp;一八三二年六月，伴随着这首激昂的乐曲，怀揣共产梦秘密结社和沙龙的青年学生以拉马克将军的病逝为导火线发动了“六月暴动”。他们扛起红旗，在巴黎的老城区筑起堡垒，轰轰烈烈的革命在法国这片充斥着自由、民族和起义的土地上再一次爆发。<br>&nbsp;&nbsp;&nbsp;&nbsp;雨果曾在自序中对于19世纪初的社会问题这样总结道：<br>&nbsp;&nbsp;&nbsp;&nbsp;“贫穷使男人沉沦，饥饿使妇女堕落，黑暗使儿童羸弱” <br>&nbsp;&nbsp;&nbsp;&nbsp;由于存在社会压迫，所以在文明鼎盛的时期造成了地狱般的生活，人生来本该幸福，却不可避免遭受了灾祸，所以战争和起义变得必不可少，人们只有通过战争来改变黑暗的社会，争取未来的太平盛世。于是自从1789年开始，法国人民就坚定不已地走上了战争革命之路，在这一路上为自己的民族自由不断奋进着。<br>（一）1815年及以前<br>&nbsp;&nbsp;&nbsp;&nbsp;故事从1815年，冉.阿让被释放开始，伴随着缓缓下沉的三色旗，主人公冉.阿让在19年后，终于重获自由。雨果对于小说中的每一个细节都有其独到的匠心，连主角被释放的日期也是有其特殊意义的。1815年，并不是普通的一年，在这一年发生了一件对整个法国、整个欧洲甚至整个世界都影响颇大的大事。<br>&nbsp;&nbsp;&nbsp;&nbsp;1815年6月18日，五万名法国士兵英勇牺牲，鲜血染红了整片大地，连天边的残阳也多了几分血腥的味道，拿破仑带领的曾经所向披靡的法兰西帝国军队在一个叫做滑铁卢的地方惨败，英普联军将法国人杀得丢盔弃甲，4天后的6月22日，拿破仑第二次签署退位诏书，百日王朝的荒诞故事终于落下了帷幕，这一次连皇帝的名分都没有保留，这一别拿破仑就彻底的退出了历史舞台。随后路易十六的弟弟路易十八在联军的护送下，登上王位，波旁王朝得以复辟，白色的鸢尾花（波旁王朝的标志）再一次开满了法国的大地。冉.阿让的黄色身份证上也印有那样的白色鸢尾花标志。<br>&nbsp;&nbsp;&nbsp;&nbsp;对于统治集团的不断变换，也许法国人民早就习以为常。自1789年法国大革命爆发以来，这就成了常有的事情。<br>&nbsp;&nbsp;&nbsp;&nbsp;1789年，以三级会议为导火索，以攻占巴士底狱为标志的法国大革命推翻了封建王朝的统治，砍掉了路易十六的脑袋，建立了提倡“平等、自由、博爱”的法兰西共和国。可随后内部斗争和第一次反法联盟的外部压力使更为激进的雅各宾派得以上台掌权，经济上全面限价并实行低价、严禁囤积垄断、实行面包配给；政治上设立革命法庭和断头台，这些集权的恐怖统治使得法国被笼罩在一片白色恐怖的乌云之中。<br>&nbsp;&nbsp;&nbsp;&nbsp;当时的物价已经严重混乱，面包配给制度，使得百姓根本吃不饱饭，然后就在这样的环境之下，偏偏又刑罚严苛，可怜的冉.阿让只是偷了一小片面包想给自己的小侄子，就被判处了五年的监禁，随着他的几次越狱，监禁的时间也一加再加，最终变成了整整19年，曾经年轻的冉.阿让就在这监牢之中度过了本该最为美好的年轻岁月。<br>当时恐怖统治迅速推进，救国委员会、治安委员会纷纷成立，到处还有推着断头台前行的特派员，将一个人推出去砍头根本不需要什么理由，在这样的环境下，人人自危。这断头台也就成了这世上最可怖的东西。雨果在悲惨世界中就借文中的主教之口，提出了自己对于断头台的思考：<br>&nbsp;&nbsp;&nbsp;&nbsp;“断头台，是法律的凝结，它不是中立的，而且不允许你保持中立。谁见到它，都引起最神秘的颤栗。一切社会问题都在这把铡刀周围打上一个问号。……断头台是刽子手的同谋，它吞噬、它吃人肉、它喝血，断头他是一种法官和木匠造出来的魔鬼，一个似乎过着制造死亡的可怕生活的幽灵。” <br>&nbsp;&nbsp;&nbsp;&nbsp;这段话说的十分的中肯，法律滥用刑罚，宁可镇压错了也绝不轻判，很多被怀疑反革命的人，未经审讯便身首异处。这样的行为很快招来非议，1794年，忍无可忍的巴黎人民再次政变，推翻了雅各宾派，砍掉了罗伯斯庇尔的头颅，热月党人开始执政。<br>&nbsp;&nbsp;&nbsp;&nbsp;然而新政府的所作所为依旧让法国人民感到失望，就在内忧外患之时，精明能干的拿破仑通过“雾月政变”成为法国统治者，对外扫平外国军队，对内恢复社会稳定，促进经济发展。随着拿破仑的上台，法国的社会秩序得以恢复。可以说1804年至1815年间，是法兰西最辉煌、最荣耀、最强大的时期，这段时期是由拿破仑所统治的法兰西第一帝国时期。然而，滑铁卢战役的失败，让一切都回到了最初。<br>（二）1823年<br>&nbsp;&nbsp;&nbsp;&nbsp;时间的指针一刻不停歇的向前推进，转眼小说中的主人公冉.阿让就来到了1823年，他认识了穷苦的女工芳汀，收养了可怜的孩子珂赛特。<br>&nbsp;&nbsp;&nbsp;&nbsp;1815年至1830年的15年间，法国由复辟的波旁王朝统治。可能是由于大革命与帝国以及在法国人心中打下深深的烙印，这一时期的波旁王朝的统治可谓麻烦不断，为了磨灭这一烙印，波旁王朝大四迫害捕杀帝国的军官和支持者，国王的种种特权再次死灰复燃，百姓生活在一片水生火热之中。<br>&nbsp;&nbsp;&nbsp;&nbsp;穷苦的女工芳汀由于生计所迫不得不卖身成为低贱的妓女，找不到工作的穷人为了一口饭吃卖头发、卖门牙这类事件层出不穷。当时的法国社会不止一个芳汀而是千千万万个像芳汀一样活得艰辛的百姓。雨果借芳汀的遭遇，描绘了这一段黑暗时期法国人民的悲惨生活。<br>&nbsp;&nbsp;&nbsp;&nbsp;同样的，值得玩味的还有雨果对于冉.阿让刚出狱时的心里描写，他说:<br>&nbsp;&nbsp;&nbsp;&nbsp;“他所有的思想的出发点和归纳点，就是仇恨人间法律；如果这种仇恨由于天意的突发事件而在中止发展，它在一定时期内便会变成对社会的仇恨，然后是对人类的仇恨，再然后是对造物的仇恨……” <br>&nbsp;&nbsp;&nbsp;&nbsp;可见严峻刑罚只能使人更加邪恶，令人对社会对国家甚至对造物产生巨大的仇恨。然而幸好，冉.阿让碰到了善良仁慈的主教为他开脱罪责，对他道德感化，最终成功改变了冉.阿让，改头换面的冉.阿让也成为了一名造福百姓的市长。可见只有人道主义和道德感化才能给人带来真正的救赎和重生。封建王朝向来刑罚严厉，所以他们的统治是通过压迫人民得以持续的， 这样一个毫无人文精神的王朝必然是不能长久的。于是1830年，巴黎人民再次揭竿而起，推翻了波旁王朝的统治，然而资产阶级却窃取了革命的果实。<br>（三）1832年<br>&nbsp;&nbsp;&nbsp;&nbsp;时间转而来到了1832年，以马吕斯为代表的时代进步青年以拉马克将军的葬礼为契机发动了六月暴动，关于这次暴动的起因，还得从1830年七月王朝建立说起。<br>&nbsp;&nbsp;&nbsp;&nbsp;1830年，法国爆发了七月革命，奥尔良公爵路易.菲利普继承王位，建立了七月王朝。然而其登基后，却始终维护资产阶级的利益，导致平民的生活依旧苦不堪言，贫富差距越来越大。路易.菲利普始终谨记是富有的资产阶级将他捧上了台，他才能拥有如此权利，所以他的所作所为始终偏向资产阶级。<br>&nbsp;&nbsp;&nbsp;&nbsp;原来尖锐的社会矛盾不但没有能够解决，反而更加明显，终于在1832年，由巴黎支持共和制的贵族青年学生领导的起义终于在巴黎街头爆发，最终在政府军的镇压下失败。六月暴动虽然是法国七月王朝期间一次失败了的反君主制起义，然而却在每个法国人民的心中埋下了自由的种子，并最终在1848年成功推翻了七月王朝，彻底解除了法国人民的“悲惨世界”。
-1,7668400,黑黑的毛球,我们生活在一个好时代,&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;小时候没有读名著，现在大了后悔了，开始补功课。借的第一本就是《悲惨世界》，哦，准确的说是两本。本想从国内名著开始入门的，这样文化差异小一些，结果小地方图书馆的书太少，国内书籍几乎全是些时下流行的网络小说，好不容易在才一个角落找到了这套名著。<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;毕竟是没有系统的阅读经验，《悲惨世界》对我来说太大部头了，密密麻麻全是字，还是这么厚的两本，结果看了一个月还看了不到100页。外国人的名字有绕口，好不容易记住了下一次翻开又不知道谁是谁了，而且还有一大堆角色对历史政治的感慨，完全看不懂在说什么，好多次想放弃不看了。后来偷了懒，只关注主角的姓名，看不懂的对话直接跳过，回顾历史也略过，终于将故事情节看了个大概。虽然我也知道这么做把精华都去了大半，但是这么多字这么多我看不懂的历史，不跳过我真的看不下去，这个阅读能力还是得慢慢培养啊……<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;因为看的很粗略，所以感触不是很深。最大的感触可能就是觉得那时的社会太没有人情味了，无论是法律还是普通百姓，人一旦犯过一个错就永无翻身机会，就将永远是个罪人，终其一生得不到原谅。因为我不懂共和派、保王派这些历史政治问题，所以书中暴乱起义那一卷中很多人的言行我不能理解，果然历史没学好连文学都看不懂了……<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;那个时代的法律完全是为统治者服务的，让瓦尔让不过就是偷了块面包就被判了五年苦役，而且他吃不起饭也是因为当局的问题，然后已在越狱坐了19年的牢（他的越狱好不值）。好不容易出狱了，整个社会都容忍不了一个曾经犯过罪的人。在天使一般的主教的鼓励下，他洗心革面用另一个名字做了一番大事业，却又替别人认罪重新入狱。说实话我觉得他为了那一个被冤枉的人放弃在滨海蒙特勒伊城的名声事业特别不值，虽然他这么做拯救了那一个人，但是无数滨海蒙特勒伊城的人又因为他的入狱而失去工作重新陷入贫困，因小失大。而且那个城市的居民在得知市长曾经是个苦役犯后纷纷忘记了他的好，他为整个城市作出的贡献就被他过去的一段黑历史抹杀得一干二净。普通老百姓在其中是丧失了个人的思想的。或者说当时的生活环境容不得他们反思，肚子都填不饱哪还管别人的事啊。<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;而即使他后来以割风先生的称呼塑造了一个慈善形象，但他告知马里于斯自己的过去时也遭到了嫌弃。哎，其实就算是当今，我们也不能客观的评价一个有前科的人，我自问我能像对待一般人那般友善的对待有前科的人啊，我给不了肯定的答复，就像传染病在现代社会还是遭嫌弃一样，几个世纪过去了，人性其实并没有进步多少。在黑暗的底层堕落是容易的，努力做一个正直的人却是难能可贵的。如今我们讨论优良品质都是站在一定的物质基础上的，要是连最底层的生理需求都没满足，还谈何上层建筑。但是人类社会中贫富差距总是存在的，人心总会有落差，总会滋生阴暗的念头，这些问题应该会伴随整个人类社会。<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;再说说仙女一般的柯赛特，在我看来她被让瓦尔让保护得太好，完全是温室里的花朵，同时也缺乏自己的想法，过去时让瓦尔让说什么她就做什么，现在是丈夫说什么她也服从。她虽然美丽善良，有巨额财产，但她是依附别人生存的。扪心自问，我也曾在爱情中迷失了自我，在别人给我铺好的道路上安心行走，从不反问自己这么做没问题吗？作为一个现代女性，我却没有做到独立，真是惭愧。<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;我书读得少，我对是不是好书唯一的评判标准就是能不能产生共鸣，产生思考。《悲惨世界》我会找机会再重新读一遍的，希望那时候我能看得更有耐心，能多看懂一些东西。
7668400,7202727,从此心安,,"我喜欢这篇书评的实在。

话说你有没有觉得最后男主的死确实有点太钻牛角尖了？"
7668400,7215554,黑黑的毛球,,确实，其实要是他自己不说，就能继续活在阳光下，但是他自己也受当时的社会思想影响总觉得自己一段苦役犯的历史就不配享受生活，一生都在赎罪，想想确实很悲惨。在我看来是走极端了，但毕竟时代背景不同、宗教信仰不同。
-1,8568132,进击吧黑眼圈,把《悲惨世界》读轻,<p>这个年纪读这本书太晚了，错过了塑造性格的最佳时期。适合十七八岁的朋友，静下心来好好感受，冉阿让的善良、正直、良心会带给你心灵上的悸动。</p><p>大概一个月左右的时间，把考研时间生生挤出来读《悲惨世界》，对做人这个问题有极大地共鸣，劝诫自己要做一个正直、品性的人，勇敢坚强，自律踏实。冉阿让夜奔阿拉斯，米里哀主教的圣人之光，他们就像潮水一样一波一波击打我的良心。《悲惨世界》一方面是对读者良心的拷问，一方面是对社会现实的抨击。</p><p>这个时期的法国动荡不宁，革命与复辟相继粉墨登场，保守者与共和者激烈碰撞，这是社会悲惨的基石。法国革命历史在小说里如影随形，时刻提醒你这是个黑暗混乱的时代，法国革命的复杂性令人糊涂，经过不断地梳理才逐渐弄清楚，今人尚且如此，那个年代的人们面对无法预测的未来，深重黑暗的现实，后果可想而知。</p><p>第一个遭受苦难的是冉阿让，仅仅因为偷了一块面包，成了苦役犯，就被打上了终身烙印，对比今天的法律制度，又庆幸又不寒而栗——人曾经那样卑贱过，封建等级制度真的是在吃人。冉阿让在书里是一个光辉的形象，同情弱者，正直善良，这不用说。但他有一个最为致命的弱点，而这则是他一切苦难的直接根源——把封建枷锁强加给他的耻辱当做了自己的耻辱，并且为此良心不安，甚至自轻自贱。说起来他并没有犯下多大的罪恶，法律用近20年苦役生活惩罚了他，但谁都知道，这是不公平的。最关键的是苦役犯的生活给他打下了不可磨灭的烙印，而这也是很奇怪的一个方面。起初，冉阿让获得自由后坚信自己受到了不公平的对待（这一事实无可厚非），因此他的心里充满了仇恨，直到米里哀主教“点化”了他，让他做一个诚实的人。可奇怪的是，冉阿让消除了内心的仇恨，却充满了卑微，面对沙威甚至不敢抬起头，永远行走在黑暗中，珂赛特结婚后更是卑微到了骨子里，他的锐气被米里哀消磨殆尽，他对沙威产生了巨大的恐惧，他把现实强加给他的屈辱看得理所当然，当做是自己的过错，于是，冉阿让的悲剧性人生从此不可扭转。就此分析，冉阿让的这个性格特点是为了衬托其“苦役圣人”形象而存在的，如若冉阿让没有这一特点，那么整书中冉阿让就不是我们眼前这个受尽苦难，诚实善良的圣人了。究其原因，一方面来自于社会现实和传统的压迫，在性格重塑的过程中，致使冉阿让在性格特点的转化时产生了异化。苦役工生活的压抑，前途的渺茫，和存在的意义收受到怀疑，他不得不这样选择。另一方面则是为小说情节服务，是作者的选择。</p><p>第二个人是沙威。沙威是一个正直的人，一个尽职尽责的人。但是他所服务的对象是有产者，是资产阶级，是王室贵族。于是，沙威一切优点都成为了缺点，成了普通民众的敌人。他勇敢的追击逃犯，感觉自己污蔑上级后主动请辞，负责任的保卫城市安全，一切以事业工作为中心，他并不是坏人。但是你总能感觉他同冉阿让、芳汀、珂赛特作对，同读者作对，那是因为他是统治者忠诚的鹰犬，是王国的守墓人。同样，和冉阿让一样，这也是时代强加给沙威的性格，根深蒂固，他无法摆脱，所以在他职责和良心产生冲突时（在此之前，他的良心与行动总是一致的），他选择了死亡。这样的沙威，放在今天，肯定年年被评为劳模。</p><p>第三个人是泰奈迪埃，这是小说里唯一让我感到是个有血有肉的穷凶极恶的坏人，堕落得完整，坏得彻底，其他人物都过于理想化。为达目的不择手段，雁过拔毛的性格让人感受到真实。他是完美的利己主义者，囊括了人性中所有坏的因素，忘恩负义，见钱眼开，是一个为了利益毫无良心的资产阶级。而他，是作者对资产阶级的集中批判，毫无人性的资本积累（贩卖黑奴），无法无天的暴徒。</p><p>《Les Miserables》，书的原名。直译过来的意思是悲惨的人们，但天性浪漫的法国人不是在表达这个世界，这些人有多么悲惨。而是意味深长的思考，是在宣扬自由，宣扬浪漫的爱情，正直善良的品性，和忠于革命勇敢无畏的进步精神，同时夹杂着严厉幽默的批判。</p><p>《悲惨世界》很沉重，我们读者要把它读轻。</p>
8568132,8484101,阿磊磊磊,,同感，一个即将大三的人也觉得读这本书读的太晚了
8879996,8923338,沐杭,,高中时读悲惨世界，一大段一大段的环境描写都跳过了。毕业后再读却感到哀而不伤。时代悲剧个人无能为力，却仍在寻找救赎之路。所谓大文豪大作家的悲天悯人，跃然纸上
-1,8879996,码字者,好的小说，没法跳读,<p>“现在，有什么东西便宜？全那么贵。世上只有痛苦便宜；这世上的痛苦，真是一钱不值”P264</p><p>写的多么好啊，金句。</p><p>好的小说，想一页一页的读下去；经典的文学作品，会让你想慢下来，不错过过程、了解各个阶段人物的心理独白。</p><p>读小说的作用和意义对我来说是什么？对个人的励志、鼓励，对生活中的困难和挫折的信心，相信自己并不孤独。这世界上还有比你更惨的人和事。</p><p>成功学、鸡汤类的书，大部分是说作者自己、做主人有多少个朋友如何如何牛逼。大部分有吹嘘的成份，很多人知道真相或者自己达不到看后会失望。</p><p>经典文学是另外一种励志，大部分是讲苦难，随着年岁的增长，面对生死、挫败仍不放弃。对仇恨的包容，对背叛的相逢一笑泯恩仇。</p><p>《悲惨世界》的主角冉.阿让，一个犯罪出狱的人不被社会认可，再次偷东西受到主教的帮助，开始从恶到善，到一个新地方扎根开办企业后从政，开始行善帮助别人。（为了姐姐家孩子偷了面包，被判刑；出狱后找不到工作连住宿、吃饭都被社会歧视，再次走向犯罪道路。是宗教拯救了他，开始从恶走向善。）</p><p>书中另一个男主角年轻的马吕斯，写到他外祖父对他的独特的爱，当面不表达出来、心里有，描述得多准确。</p><p>20多岁马吕斯作为一个有为有志气的年轻人，内心中的那种苦闷。《平凡的世界》里孙少平倆兄弟是有的，我们普通人20岁出头也是有的，慢慢被生活磨灭。</p><p>如此离奇、离我们生活这么遥远的故事，但是如此的吸引我的注意力，这就是经典的小说。不愧是几十年的酝酿、动笔，几经生活暂停，最后再动笔、再修改，最终完成。</p><p>它燃起你对苦难的信心，给予你巨大的能量。当你读各种公号文章越读越焦虑时，当你看完一部电视剧、娱乐节目后的空虚时，当你看完一场球赛后的寂寞冷时，你再读读这样的作品，感受到的能量是不一样的。</p><p>对于个体来说，我为什么要读它？第一层，首先是为自己，确实可以消磨时光、给予能量。</p><p>第二层，是以后可以让孩子看看，这些文学经典在我们这一代人身上只是知道，雨果，法国作家，代表作《巴黎圣母院》《悲惨世界》。</p><p>由于主客观条件的约束，在学生时代没有好好看，现在有机会能补上这一课。</p><p>每每这个时候，我会想到王潮歌在《开讲啦》里讲她从小读人民文学的激动心情，和文学对她的艺术之路的滋养。龙应台在一个演讲里谈到文学、历史、哲学对人一生的影响。俞敏洪读得比较多的书也是这一类的。</p><p>反观过去的自己，读成功学、非虚构鸡汤励志类书籍太多。上大学时期是成功学、各种管理学大行其道的时期，陈安之、刘一秒、曾仕强等等。当人们发现他们讲的并不能落地，开始揭露真相后，鸡汤励志正能量又大行其道。</p><p>自媒体的兴起，各种伪心理学的包装，自律、幸福快乐积极心理学，你不成功是因为你不努力，三十岁危机，打工没前途要赶紧创业，知乎里年薪百万的热议。</p>
-1,12128009,[已注销],关于《悲惨世界》中所歌颂的人性,<p>《悲惨世界》里的头号伟人，不是冉阿让，也不是卞福汝主教，而是国民公会代表G先生。面对其他人时，卞福汝主教总是胸有成竹，一切尽在掌握，冉阿让也是他感化的。但在G先生面前，卞福汝主教完全在理论上被驳倒了，在气势上被压倒了，心服口服。</p><p>在大革命时期，国民公会曾经投票处决国王。为此，在复辟时期，一般群众都把国民公会代表看作洪水猛兽。卞福汝主教虽然博爱，也对他有一种“近似仇恨的恶感”，只是出于宗教职责想在G先生临终时拯救这只“迷途的羔羊”。然后见面之后，这位只剩三个小时生命的老人，完全镇住了他。</p><p>G先生对所有的革命给出了最强大的辩护，包括法国大革命、俄国十月革命、中国从辛亥革命到解放战争的长期革命。“正义是有愤怒的，主教先生，并且正义的愤怒是一种进步的因素。”“法国革命自有它的理论根据。它的愤怒在未来的岁月中会被人谅解的。它的成果便是一个改进了的世界。”每当我读到这些，都热泪盈眶。雨果似乎是在为未来写作，对几百年后那些轻飘飘地“告别革命”、吹捧地主、军阀、政客的乡愿小清新、帮闲文人，早已给出了振聋发聩的回答。凭这些格言警句，G先生就足以不朽，雨果就足以不朽。所有时代的革命者，都会感谢雨果，感谢G先生。</p><p>看完之后，让我更加清晰了一种观念，那就是：最好的三观，是没有三观。唯一的三观，其实是尽量全面的包容，最大程度的理解，做好自己，努力去看清整个世界，乃至所有灵魂的真相。</p>
-1,12387964,雨花蝶,悲惨世界,"<p>冉阿让是一个让人尊敬的人。他是一位热心的人，在明明知道自己有可能会被人发现是个苦役犯的情况下，还义无反顾的上去救了割风伯伯；他是一个有同情心的人，在被人误解了之后还勇敢的上去帮助了别人；他还是一个有责任心的人，他认认真真地完成了别人对他的嘱托。
人无完人，他也有一定的缺点。
他的克制力不是很强，如果当初他没有偷面包，没有越狱的话就不会有事情发生了。他还有一点点古板，他不太喜欢他的科赛特和马吕斯在一起。</p>"
-1,12416311,晴天[太阳],悲惨世界,<p>十九世纪的巴黎，贫苦的冉阿让为了挨饿的孩子去偷面包，结果被饱食终日的法官判处19年的苦役。出狱后，走投无路的冉阿让被好心的米里哀主教收留过夜，却偷走了主教的银器潜逃，后被警察捉回。主教声称银器是送给他的，使冉阿让免于被捕。主教的言行感化了冉阿让，他化名马德兰，从此洗心革面奋发向上，十年后成为成功的商人并当上市长。这时，以前缉拿过他的警长沙威出现，一心要找他的麻烦。在此期间，冉·阿让得知了妓女芳丁的悲惨遭遇，并承诺照顾她的私生女珂赛特。八年过去了，平静的生活再起波澜——成年后的珂赛特爱上了共和派青年马吕斯，轰轰烈烈的巴黎人民起义爆发了，无赖德纳迪埃和冉阿让又狭路相逢，而多年来从未放弃追捕冉阿让的警长沙威又出现在冉阿让的面前。</p>
-1,12781466,Enjolras,悲惨世界,"<p data-page=""0"">看雨果的小说，这是第三部，《巴黎圣母院》-《笑面人》-《悲惨世界》</p><p data-page=""0"">最喜欢的是《笑面人》，最震撼的却是《悲惨世界》</p><p data-page=""0"">有人说，文学是什么，是美，是爱。悲惨世界，将近一百万字，有几条线可以捋一捋。</p><p data-page=""0"">首先是冉阿让的一生，他是农民，是小偷，是苦役犯，是卞福汝主教的兄弟，是马德兰市长，是珂赛特的父亲，是修道院的帮工，是街垒中的幽灵，他曾经力大无穷顶起要压在割风大爷头上的马车，两下砸断脚上的镣铐，弥留之际却连笔都捡不起来，只因偷过一个面包，他大半生只能在隐姓埋名中度过。但他在沙威已死，没有人再知道他的来历的时候却向马吕斯坦白：“ 从前，为了生活我偷了一块面包，今天，为了生活，我不愿意窃取一个名字 。”即使他知道这样承认的后果是再也见不到珂赛特。高尚是他的墓志铭。也只有这样的人，才能担得起本书的主角吧。</p><p data-page=""0"">然后是德纳第夫妇俩，这俩真是神人，男的尖酸刻薄心狠手辣，女的粗鲁蠢笨没安好心。在音乐剧里是俩丑角，在原著中是俩恶霸。芳汀把珂赛特寄住在他家，钱给了不少，但珂赛特过得苦不堪言，是免费女佣和德纳第全家的撒气筒，摇钱树。芳汀在的时候问芳汀要钱，芳汀死了问冉阿让要钱，冉阿让不见了问马吕斯要钱，甚至还因为翻战场死人的钱包意外救了马吕斯的父亲，得到了几次马吕斯的帮助，围绕着他家的就是穷困与罪恶。可是就是这么两个人，却是伽弗洛什和爱潘妮的父母。当然伽弗洛什是巴黎的野孩子，爱潘妮因为爱马吕斯也自私地将他引入九死一生的街垒，可我还是喜欢他们，他们为生活所迫，做过些坏事，可他们本质是善良纯真的。</p><p data-page=""0"">至于沙威，沙威是坏人吗？他只是一个被法律洗脑的可怜人。当上帝和秩序，职责和良心交战的时候，他的信仰崩塌了，最后竟跳河自杀，这何尝不是一个丑恶的社会对人的摧残。</p><p data-page=""0"">ABC的朋友们，原谅我，在街垒战之前，我连名字都记不全。可现在，安灼拉已经成为我在文学作品中最喜欢的男性角色之一。法国历史我不熟悉，民主共和还是封建复辟我也没有太多概念，我只觉得他们像一团火，一盏灯，照亮黑暗的时代，也许他们是过于理想主义，并为此搭上了性命，但他们对法兰西的热爱，就像领袖的名字一样，在灼烧。</p><p data-page=""0"">在故事的间隙，雨果还讲巴黎的街道，野孩子，阴渠。讲滑铁卢，讲九三年。讲人间，也讲上帝。这是时代的背景故事，没有它们，故事就会单薄无依。雨果之所以为雨果，是因为他爱法国，爱法国的人民，是因为他他爱之深责之切，“ 对无知识的人，你们应当尽你们所能的多多地教给他们；社会的罪在于不办义务教育；它负有制造黑暗的责任。当一个人的心中充满黑暗，罪恶便在那里滋长起来。有罪的并不是犯罪的人，而是那制造黑暗的人。 ” </p><p data-page=""0"">这是一首对法兰西爱的赞歌，对美好人性的歌颂，对愚昧困苦社会的批判。</p><p data-page=""0"">“在文明鼎盛时期，只要还存在社会压迫，只要依仗法律和习俗人为地把人间变成地狱，给人类的神圣命运制造苦难；只要本世纪的三个问题：贫穷使男人沉沦，饥饿使女人堕落，黑暗使儿童羸弱，还不能全部解决；只要在一些地区还可能产生社会压制，换言之，从更广泛的意义来说，只要这个世界还存在愚昧和困苦，那么这一类作品就不会是无用的。 ”</p><p></p><p></p>"
2299163,1928137,风 凉,,"当天黑下来的时候，你们只要注意瞧，会望见我在微笑。 

书里的这一章我反复看了许多次。我一直不明白冉阿让到底是以什么心态死去的。但是我知道，他心甘情愿，没有后悔。"
2299163,1928298,＊银河甜心,,"若不是太深爱珂赛特
他可以走的更平静而光辉夺目
一个伟大的灵魂

所以我觉得，深爱太伤人了……可怕"
2299163,6810663,zhangxiang08,,这一段也把我看哭了。深爱的确是毒药，能换来对方的爱就是幸福；失去就是深渊。父母之爱如此，男女之爱也是这样的吧。
