用户id,评论内容
605734176,妈真是刺激人心了呀，这刺激真的吓死我
1374501719,真好看~~[哈哈]
544130201,果然是人性更可怕，看点还是有啊
547083767,太可怕了呀，这么大的大蛇真惊险又刺激
1956488422,五个字：扯淡的剧情
465807817,2倍速看的，那些刷评的可能是第一次看电影吧？？真心觉得这片子很一般。很一般
1352963328,特效完全不输院线大片耶，很逼真刺激
1650235275,九头蛇这是要做啥，还有经典的搭配了
944663619,这个电影既烂又假
1049263984,这是在国外？能带枪
1021143285,确实是很有震撼力，看还有性感的美女，有在线打怪
1177695915,"真是太有吸引力了……
"
768997135,贪欲九头蛇还是巨型九头蛇呀
1598626313,这个特效是真的还可以！看着很刺激呀！
1216531425,超级高级的特效，爱了爱了
1174826335,期待了很久的变异九头蛇
1635601743,哎呦惊险刺激的剧情开始了，都是怪物
1650484958,一上来的大蝎子就吓我一跳，这是怪兽片
1606295074,真是惊险刺激，险象环生啊。
1464610342,进山穿露脐装的上衣真牛逼！
1799090205,咋还就被九头蛇给吃了呀，好似真的一样
1507531949,真够难看的
1713839162,我吓的一机灵，真是被吓了一跳的
542576753,我的肾上腺激素都被刺激了
525794876,咋还这么吓人的哈，各种动物在这里刺激爆棚
1377311296,超级烂片，一点逻辑都不讲
1793134877,看了那么多关于蛇的电影，这个最不好看
511059005,这一种刺激感真的不一样啊
1838812660,我觉得怪兽大片这简直太刺激了
2012564262,特效真的太:ox::cross_mark:了，爱了
1505879196,"弹幕和评论的演技太好了
"
1849198771,特效真的很棒啊   我觉得很刺激
1186995000,真的太刺激了，小心脏砰砰的！[真棒][真棒][真棒]
1527946139,"嗜血“九头蛇”，可对标一些好莱坞的巨蟒片来凸显质感，比如《狂蟒之灾》
"
2053593119,人蛇大战，特效逼真，冲冲冲～
1187294272,惊险又刺激
1881617967,美女与野兽的经典搭配，“性感美女，在线打怪”
1544081496,制作蛮不错的，特效也逼真[大拇指]
1147956336,怪兽科幻片有点意思 经费在燃烧
1525563419,美女与野兽的经典搭配，“性感美女，在线打怪”
2055923824,怪兽大片，太爽太刺激了啊
404290346,我天，我太害怕了
861123231,国产剧很少这个题材，期待能刷出新高度[大拇指][大拇指][大拇指]
1202355829,特效逼真，情节丰满
404290346,这才叫做大片，制作精良，爱了爱了
1544081496,制作挺不错的，特效很赞
1233551303,特效很优秀呀
1039755160,特效厉害了，看着很刺激
1709979120,这个特效真的还可以挺棒的
1025534406,特效逼真，不是五毛钱的，震慑到我了
2037099769,哇塞！好刺激呀！
1448157646,好看好看，一看就被开头吸引了，画面很逼真，给特效加鸡腿
835316121,看完预告片来的，感觉会很精彩
709939501,这个电影吓死我了。特效也太逼真了。我刚开始看，眼泪都要哭出来了！！呜呜呜，我超级怕蛇的啊！
1722726490,太棒了，惊险刺激，一直期待着，变异九头蛇，终于到了
2032449862,评论好少[狂汗]
1384002075,5分钟直接快进看完的[笑眼][笑眼][笑眼]
1608847635,特效很奈斯的一部大片呀，剧情也很不错，值得一看！
1981041664,还是那一条狗精灵
1549540399,看这样的电影，简直在侮辱我的智商。
1202538157,果然是美女与野兽的经典搭配，“性感美女，在线打怪”
722951076,哇，这特效我给满分，太赞了，不错很喜欢
1527946139,除“人兽厮杀”之外，“人性颠覆”同样也极具看点
424920985,就喜欢看怪兽大片、大制作、惊险刺激[酷][酷][酷]
1752995186,着实吓人
1102170983,我天！这个特效也太逼真了吧！！吓死我了这九头蛇！！惊险刺激！！
1554541985,这种演员得把自己的智商也侮辱了才能拍出这种东西吧[吐舌][吐舌][吐舌]
1691462960,美女和野兽的经典搭配，真是惊喜刺激
1913406233,看到蛇的时候给我吓一跳，那是一团蛇吧
1589680327,谁看谁后悔
2011732236,制作精良，其制作水准完全可与院线电影相媲美
1234489468,五分钟看完，唉，拍这些烂片干嘛？洗钱吗？
1832197311,这都是什么破电影[吐][吐][吐]
1556840340,女演员野外求生都穿漏肚脐装不怕着凉放屁熏人吗？更容易宫寒，严重的连娃都怀不上了
1387635115,哈哈，可以
1184094473,垃中之垃
1365052901,还能闻到死人的味道么，这要和大蛇来争夺人了嘛
1510205305,这么垃圾的片子，这导演智商有限
2040762018,整体感觉可以的，希望以后能有更高的突破！
1480783145,扯好王八犊子了  蛇咬死不吃  还让死人靠树站着  然后和人拔河比赛
1480783145,哈哈这电影的九头蛇就是根据动漫赖皮蛇做的
2044547454,什么玩意，真枪什么不能打死，就这蛇鳞还打不穿
1227682325,为什么蛇那么大草那么低这蛇还会变大变小牛批
1873434800,为什么蛇会开车门？
1923726553,五星好评坑一个算一个
1436494967,还行！
1166560290,有钱人的世界，也就国产有这样的垃圾片。
1049676672,哪里来的勇气，居然看完了
1843771273,真特码的假！演技更假！
1576112024,你看看那只母鸡被日成啥了 啥都要帮 小心你死的更惨
1219462775,//绝了那特效[大拇指]能不能用点心现在2020世纪了还做着2010的特效，:ox:小成本
1042387600,什么垃圾电影，太垃圾，太垃圾，太垃圾
1504824184,真不错
1974474643,还有比这还垃圾的电影么？？？
1789410813,国产剧也就古装还能看，其他的剧简直一言难尽
586544202,是实验室制造的动物，当然是让我们明白了
762524190,开个枪杀蛇头还要割开网才能开枪吗子弹穿不过去吗？别把人想的那么傻行不行导演你出来解释一下
571634630,关键教授是真的明白的，这生物进化史
1127365008,无语
592349280,这是怎么捕获啊，是真的要去送死的么
598809474,我说美女和怪兽开始了经典的搭配
547965434,好性感的美女，在线打怪的模式开始啦
1841055825,大半夜的这是看怪物吃人的嘛，太可怕了
1757778827,我尼玛⊙∀⊙！，唉[开心][开心][开心][开心][开心]
807446861,观看几秒的记录都不想留在历史记录里
1722596927,这个特效不错啊，好震撼的赶脚，爱了
427706239,难得的好电影，特效逼真，演技到位，剧情堪称精彩绝伦，值得一看。
635651790,真是可怕的大蛇，确实是好恐怖
499456847,1毛线的特效
633306352,我觉得这确实是险象环生，可怕是真的探寻
1785884784,差劲极了
566494734,妈呀真是吓死个人，在线还开启打不怪了
566494734,真是险象环生的感觉
604662658,还不是因为这很吓人，关键是因为视觉效果也不一样
762524190,蛇怎么拖走那个男的蛇比人大都看到人了确看不到蛇拖人导演你解释一下
571344015,好恐怖的这一种震撼感觉
1997080430,凭良心说，还可以！在网大里，剧情算高级的，多次反转，到了最后，才知道未婚妻没有死，还是幕后黑手！就凭借这一点，也比很多网大强！
532028428,红外线的视觉这简直是专业院线电影相媲美
605581856,和野兽的这一场搏击，看的我都吓死了
805514165,特效逼真，惊险刺激！！不错不错
495968044,你们能不说反话吗？我真的相信了，然后满怀期待的看了[惊哭]
1743058589,哇，这个特效水平不错，有点强了，科幻片里很重要的一点就是特效渲染，期待期待啊
1927756569,太侮辱智商了。那条蛇被捕抓后，居然不走，等蛇又醒了，拿手电一直照，既然蛇头还没完全醒，干嘛不走，两个人一直在哪傻愣愣的照，等到头全醒了就想走，这不是侮辱智商么。还有那个帅哥，明明知道有危险，还一个人掉队去看看有啥，这不找死么。
1645071532,国产电影只有胸是亮点
1743058589,哇呜，这个特效有点强了，视觉盛宴啊，震撼震撼[真棒]
1504581685,只想说这部剧特效牛逼！好逼真！九头蛇让我起汗毛
1451351706,太假了
1039355482,九头蛇的研究的伟大的，就是个别人有其他想法和企图就危险了[呵呵][呵呵][呵呵]
351935645,就特么不会起个别的名？雪莉，俗不俗
1456895997,"很喜欢她们的演技，还好有会员
"
1556840340,蛇比人聪明，九个人弄不死蛇
1708601443,看这部剧最大感受就是人不作就不会死。
1604393048,险象环生的求生法则，需要的还是要追求生命
1539975445,特效超级逼真啊！而且制作也超级精良，水准完全可以和院线电影相媲美啊！
1904940384,超级大片，制作精良，其制作水准完全可与院线电影相媲美，美女多多，超级在线打怪兽.嗜血“九头蛇”，太酷了。
1653660260,好大的虫子啊，好可怕
1345574014,没有针头，就扎进去了，厉害厉害，我前面看的可是枪都打不死的，能不能走点心。
552411801,哎呀不要在这里乱逛嘛，着实是刺激人心
553744034,半夜在山里这简直更是震撼人了
584975130,特效做的很精致，哎呀这么震撼我的心
1743176306,别来咋们版纳取景，太差了这特效，特别别来我们村[怒][怒]
1396845126,垃圾导演拍垃圾电影，人死的有点古怪
1014606738,太假了……
544130201,刺激感真不一样，心理刺激真的太大了
551952592,这制作的水准很是到位了，我觉得可以
547083767,真算是有点刺激的感觉了，这么刺激
1830532887,就是险象环生，很是惊险和刺激
1567261856,假蛇都他妈用五毛特效，我惊了
1535994300,这竟然有九头蛇了，真心看的吓人
1837563850,特效真的很逼真呢，电影真的好看
1204444761,特技太逼真了，制作精良，看起来挺刺激
662731279,这剧算是网络国产电影制作精良得的
1102170983,特效太逼真了吧！剧情也跌宕起伏！够刺激
1233551303,这个特效太棒了吧 好逼真
1445700352,电影制作还是不错 很用心
1751247694,制作的太好了，很逼真，看的我好震撼啊[花心]
1219539256,特效超赞的，喜欢看
1626940392,"一起看性感美女在线打怪
"
727731097,大片既视感！真的好刺激！画面朝给力
3000883342,好家伙 这个九头蛇好吓人[勉强][勉强]过于逼真了
1634112642,制作超精良，大片啊！
1211021633,总得来说真的还可以
1598579745,哈哈哈评论的都是托吗？
1165406227,演的不行啊[疑问]骗小孩子嘛
1964863216,不得不说这特效太逼真了，真的有点怕，不过剧情很不错，还是很吸引我
2030570509,细节制作精美，其制作水准完全堪比大片！尤其看到九头蛇太逼真了[大拇指]
1857009464,除了人兽之间的厮杀很精彩之外，人性的颠覆同样也极具看点啊
1818721961,拍得什么玩意？？？？？
587169494,没有最差只有更差，白痴般的编剧和导演
1312823435,妈呀咋了这怎么这么震撼啊
1818369233,那个浩杰怎么死的
1480783145,这就是东北人拍的  看看这老头子身边整个小骚娘们儿陪着泄欲败火  
1146878352,车门咋开的，蛇也会开门了[勉强]
1063358328,国产特效怪物片，永远是扶不起的阿斗，拿着一共屈指可数的投资，留给特效制作的投入，一点点，什么烂片
1524408788,中国式标准垃圾
1331951775,哇塞，特效不错呀！
1387612671,太能扯了，跟大蛇比差的太远。
1253466811,狗血剧情，垃圾电影
2007668079,有钱请水军，没钱把电影做好嘛！这么垃圾的剧情也是够了！
1155203298,演的也太次了
1200874156,太假了
1547938801,烂片，烂剧情！差评
394865291,相柳？八岐大蛇？
909660203,貌似这还有续集
1178565807,来忽悠小朋友嗯
1441816764,哈哈，这原始森林真可爱，蛇也真可爱，兔子也挺可爱的，导演更可爱。比狂蟒之灾好看，我都看笑了！
1178565807,不要看评论，都是请拖来写的。我以前也做过
2021636988,什么玩意跟闹着玩一样
1337218226,真是太好看了，导演智商太高了，拍的太让人想不到了
1178565807,拍得真差劲，咋现在的电影咋是这种情况了。
1030100204,咋咋咋啊啊
1572114267,这种三生三世
1845814438,现在在郑州
1187544560,1星都嫌多
1433697575,"现在的电影都没有一个职业道德了吗
"
951526539,演的太假了 树棒把包套住了 先前不晓得把包取下来啊非要等狗死了才能取下来 太假了
1337197457,我去，国产剧就是国产剧，现在是什么电影都能审核通过吗？虽然是电影可不可以不这么假
1965907411,两个字！垃圾。
1968096660,:top_hat::billed_cap:
1541497775,大结局是一群人在讲鬼故事，剧情都是假的，
1968096660,遍地蛇蛋与蛇宝宝
1332543548,这里就我一个观丛么，排名全第一，我是被骗进来的
325403293,等了好久终于可以看了
1943374277,这个结局真的也是醉了
1184222473,只想知道里面的阿言什么价位
1648876551,浪费感情
1010886549,狗带
1397977847,什么东西看不懂
1541854404,好沙壁的演技，好弱智的动画
558560081,季言这样的女朋友给我来一打吧
2044279042,是个人都能看出来，这他妈太假了，没有一点的真实感，我想不通你们这些还说能看的人士，脑子里面都装了些什么东西啊？
384511949,这部电影真好看，比复仇者联盟好看多了。
1328431800,打卡
1538991672,整的我都想看外国的蟒蛇电影了，这个真的难以下咽
1039820817,这电影我只能说一句。真没拿观众当人看，当我们是傻子……
403802796,我愿称这部片为全球第一烂片，烂剧情，烂演技，烂特效[泪]
2012759961,穿黑色衣服的女的真心不错96年的
385684908,最后结局彩蛋可以
814888435,3分
1834073425,有种大片的感觉，值得一看。
368260390,洪骁这是死了吧，真太吓人了
1838862218,我真的不敢看下去了，吓死了
1513009913,我就想知道九个头怎么在草里走，那么大过去连个痕迹都没？搞笑
1148904736,这么逼真的特效能吓到人的
1838812660,这才是看美女和野兽么，哎呦吓人的哈
1768779415,差评
1830532887,美女和野兽的经典搭配啊
1138662495,除了美女，没啥看头
1916897450,"这剧和九头鲨什么关系吗
推了我那部现在又推了这部
"
632892368,现实之中是不是真的有这样的大蛇，好恐怖啊
1345719229,这他妈浪费电
660005441,也好似看到了真的大蛇一样
674155899,我还以为真的有这么可怕的生物
1520419125,什么玩意儿，，浪费老子时间，狗屁剧情，，
1529429507,什么玩意电影
503122004,着实是有些让人感觉可怕的画面，心理和生理都撑不住
668562454,真心会心理承受不住的呀，可怕
1995307256,垃圾特效
604662658,也还有一些悬疑啊，这里面的药物去了哪里了
571344015,毒血这九头蛇，真是太有质感了
601632360,我都起了一身的鸡皮疙瘩了
502027429,蛇是给人带来了一种生理性的战栗感
504787358,震撼的是这画面感，关键这蛇真是可怕
498841234,给人的感觉不一样，吓人是真的啦
674887147,特效是很逼真的哈，可怕的是这些个感觉
1871107883,评论比电影还精彩～啊哈哈哈哈哈
680877059,我咋觉得吓死人啦，本身这里面的毒虫都那么多
1658968299,雁过留毛，蛇过留痕！这个道理都不懂。这个导演也是城里的孩子呀！连一点生活常识都没有！
612033849,这大蛇真是无处不在的呀，震撼了我的内心
711353150,九头蛇
562545224,妈呀我都被吓死的，震撼感真的是的
1436059048,可怕！
622871617,最可怕的还是人心啊，人心最可怕
1029975291,这不就是美女与野兽的经典搭配嘛，“性感美女，在线打怪”哈哈哈哈哈
1834198430,我现在不会死
1252751650,越来越精彩了，不错
1055892568,其实也就三分的电影，高分的都是托，把我顶上去[阴险]
2001050506,5星5星，能坑一个是一个
727731097,我震惊了！！特效这么逼真！！视觉盛宴啊
1242672968,水军不少 
1650484958,太震撼了，感觉着实的震撼人心的感觉
1606295074,拍的很精彩，选景也很美，就是有点吓人
1541518061,人兽搭配，凸显的是一种质感嘛
1540130681,这真心是经典的搭配了，性感的美女在线搭配呢
1592562542,动作表现太唯心，纯属小儿科
1472277087,"影片制作精良，演员入戏到位，赞
"
1540130681,这么惊心动魄，这是让人很震撼的画面
1541518061,哎呀也太吓人了，有点惊险和刺激的感觉啊
965406181,故事情节跳的太快了，看得有点乱
1033660470,国产科幻得这些新片为什么会点功夫得女人不管在哪里总是黑色紧身漏半个腰得穿着呢
1487174559,嘻嘻   睡吧
1093554200,开始，念平安经
1472277087,一上来就给我带来了一些惊险的感觉
1472859758,怪兽大片，这么惊险的么
1550573740,给一星都多了
532028428,大蛇好可怕，好吓人啊，有点不敢看了。
910680554,非得惹小娘，好好的难道不好吗！
605581856,这就是很有看点的，看的我毛骨悚然
612033849,我更爱看的是这里面的颠覆
562545224,人性这都要开启了颠覆了
455585483,这道具没谁了，德国二战生产的枪
1360114543,我还以为这是真的九头蛇的
1998077536,自从看完狂蟒之灾 大蛇 真的好久没有看到这个题材的好的电影了
1140158874,视觉效果真的是太棒了
1148493342,这特效可以耶，看着逼真刺激，故事情节险象环生
1439884449,明显洗钱的电影，听名字就知道是烂片，对国内电影真的越来越失望了，现在拍的电影还不如90年代的片子，烂片云集，没救了！
1446925377,九头蛇的特效太逼真了，看的时候吓我一跳
1938656159,除“人兽厮杀”之外，“人性颠覆”同样也极具看点
1153849366,吓我一个激灵[汗]
839670854,电影的开头那女的说的还真是随意，不过就是一条蛇，就看见的那一大坨来说，一看就是蟒蛇，估计大部分人都会吓到吧[勉强]
587169494,剧情太狗血了
1514637807,哎，一针就死了，没力
1906416179,假的可以[啊][啊][啊]
1768756691,怎么就一下死了啊，这更是刺激人了呀
455618483,优酷独播，好霸气，也好垃圾！
1177697113,心理感真的是受到了极大的刺激了
1650235275,咋还看的这么害怕，震撼的心理
1021143285,制作的很是精良啊，关键点在于很有质感
1480783145,这部戏就这条马犬是真实的演技
1480783145,这电影拍的场景太假  与世隔绝没人的山里  怎么会有小路  
1579389415,操，这就是部废柴电影
1339554030,什么玩意浪费时间
1819182898,活该作死
1838812660,"影片画面很精致，剧情也比较考究
"
3000385505,/:heart在川蜀，打完街蓝，去烟雨楼，端着拉菲，看着芸芸众人，感受大众乐，穿过唐门的大名门，万锦前程，计算金汇，心容天下事！
1615008717,大家好
1197453661,结尾的那头小蛇预示还有第二部，哈哈！好期待啊
1344326768,太假，背包挂树桩上就拿不下来，科幻能不能弄认真点
1968409075,太惊呆了
1351663687,有幼蛇出生，怎么就全剧终了？
1880108356,简直可笑，就这种电影以后别拿出来丢人了吧……
1234043367,这个怎么像是模仿以前外国的一部，那条蛇叫娜迦，也是好几个头。
1497504138,真的不咋样，跟之前期待的差远了
382804932,宝宝，你妈回洞去
1206179239,6分钟，就看不怎么下去了[吐]
1321680759,这电影能看吗
1459784640,这是主角，这样蛇都杀不死他吗？我就笑了
1800409087,剧情构思很丰富。
1091808862,这也太假了吧，咱能不能搞逼真点，艹
578185356,一群智商猪狗不如的东西也在拍电影，这世界还有希望吗？
1800409087,杀第九个蛇头的时候很有看点
1737242207,我都佩服我自己竟然把它看完了
931480241,5毛特效1毛演技5分智商
1483789395,就是喜欢蛇，挺好看的啊，满分
348052071,好看吗
467212356,大:snake::crocodile::shark:那个:mountain_selector::hole_selector:又出现了吗
694482082,怎么拍出来的，好神奇
1157263592,都没针头的能打进去也太假了
1537129865,演的啥玩意
1711135539,一看就不是偶遇
1684817852,浪费时间就是浪费生命
426927997,尹俊杰怎么死的，中间又跳过一节
608031435,一颗星，不能再多了。
1984332173,"特效非常好。三毛钱。
"
1774650536,除了黑衣女人外其没一点看头
1315434202,我现在就想知道怎么打分，想特么打个一星，但是没跳出来打星选项
1949735571,一点都不好看，就那几只枪
2043274155,这是在侮辱，智商吗？
1968096660,:kiss_mark::scarf::rescue_worker’s_helmet:
1426962385,现在拍的片子真没啥看头，太垃圾
1836796993,太水
2015112738,怎么评分，我想给个0蛋
1247806411,在哪里评分
1354440890,蛇还能叫了
1132138669,太假了
364705288,哇塞，史上最强特效，最强科幻片！比什么宝莱坞机器人还牛逼！[泪]
1253839884,有种因果报应轮回关系，人创造蛇，蛇杀了蛇，人被蛇杀，最后蛇被人杀。
1485298250,神剧
2012012499,嗯……侮辱我的智商，最后还被吓了一跳
391349242,大蛇毫无PS成分~剧情堪称好莱坞大片
1565993004,总体来说 还不错
1565993004,最后得一段笑死我了
1443419637,感受一个演员毁掉一部剧
2017382380,一个多小时的电影，我分分钟安快进看完了
2054534360,吐槽电影圈真是对的
2054534360,辣鸡中的辣鸡片啊
1729475093,妄想控制动物，反被动物反杀，
428824502,拍的啥玩意！
1595114763,二逼拍的
1205188123,不好看
585789466,[花心]
1077258167,就这个尼玛的还排第一！？？
1672827407,国产片这水准就别上映了吧
1251510367,垃圾中的极品  没有之一
1803428889,导演你自己拍的不觉得尴尬吗
1803428889,什么玩应？
859543092,哈哈
1556840340,垃圾剧情，明知道那个地方很危险，还一个人乱窜明知道有蛇还一个人跑
920735056,辣鸡电影，
1710608706,九头蛇柏
1235603392,恩璟身材真好！
2049430294,书包勾住了树枝那你就把书包摘下来啊，我天，我舅看的着急啊
1646826371,这部变异九头蛇应该是采用于国外的那部电影《许德拉》那部电影蛇就是长着九个头，只是和这个九头蛇长相不一样，那个许德拉的长相比较恐怖，而且还杀不死就和基多拉差不多，不知道这个九头蛇有没有这个能力
586544202,这还说啥金山考察，这也太可怕了，让人心理承受不住
546054905,是可怕的画面，刺激的不要，很是险象环生
571634630,太可怕了，但是还是想看
1240948275,烂得不能再烂的片了
601632360,可怕还是可怕，好莱坞的巨蟒大片凸显质感了
495221341,极具震撼的视觉效果真是吓死人了呀
701979788,无图开空调群魔监控
1136237237,"也不恐怖呀
没什么看头"
495221341,可怕，我的个天，还是不要自己掉队啊
526456128,这也太有质感了，好似真的一样还蜕皮的
944663619,说实话真不好看
615556425,哎呀这后面还有什么人性的颠覆啊
534871156,制作的很是精良，惊险的路开始了
517176772,我的天啊，真的是太可怕呀
1374315144,这是我看过最恐惧，最n13一部良心制作好莱坞大片[真棒][真棒][真棒][真棒]
795755495,从头到尾都没吃一个人，辣鸡
811452820,辣鸡扣扣偷偷偷偷偷
1713839162,小心脏都受不住了，太可怕了
542576753,好看好看，推荐给很多朋友了
1672666106,好的
1130895361,我感觉这片真的很不错，算得上是国产巅峰具作 看完之后全身都热血沸腾，必须五星好评安排上 能坑一个算一个。
552411801,对标的是一种质感，被这九头蛇给吓的不行
323494446,唉~~~这是喜剧片啊  太差
1085090477,说真的是一部脑残的电影，什么东西阿
1153849366,原来是编故事
1232262211,妈蛋，一切都是吹牛逼啊
1365052901,是惊险，这特效真的是吓人一跳
1530759471,什么玩意啊
1312823435,让人看到的是惊险和刺激的感觉
1530289950,全是水军 玛德
1091652922,哈哈哈哈就喜欢这些怪兽大片～贼刺激！，。
1157093070,特效不错:smiling_face_with_smiling_eyes:
1308972498,相比于之前很多粗制滥造的电影，这部电影的演员演技，特效确实要好一些，但是这么多水军在吹特效真的没有必要吧
1975046290,真的很好看
1051617564,貌似在抖音看见特效不错，进来看看哈哈哈[开心]
748243890,没想到我居然坚持看完了，特效确实不错，但剧情都是其他电影里拼凑的，控评太多，反而显得假了
1806673209,天哪怪兽大片特效在线也太刺激太好看了，我觉得非常可
1177695915,制作水准完全可与院线电影相媲美
845098148,烂片  不知道怎么上的推荐
1655029122,很害怕，到现在我心里还在抽筋
1145032821,"找九头蛇干嘛带只狗呀！不知道狗怕蛇啊！对付九头蛇还是要神盾局:grinning_face: 我爱笑，爱闹，爱瞎想，我容易感动，更容易满足，对我好一点就会记在心里。我没记性，经常好了伤疤忘了疼。我刀子嘴豆腐心,其实说出来的话，也没什么恶意。我是一个既深情又薄情的人。深情是，我和谁在一起的时候，就算出现更好的，也没有见异思迁的念头。薄情是，无论谁离开了我，只要我接受了现实，我就会完全断了念想。一路走来，我不优秀，但善良,认定的东西就会守候。我不聪明，但也不傻,很多事情心里都明白，只是不多说而已。我不喜欢勾心斗角，不喜欢被算计，更不喜欢虚伪假惺惺，只要对我实实在在，诚心诚意就行，从不奢求太多。“得不到的才是最好的”。"
716297826,九头蛇万岁
1830532887,"特效不错，打戏动作也OK
"
1184094473,看完之后你会发现自己智商高了。这蛇攻击力不如一只鸡。用手都能插死它。演员演技不好意思没演技。全程看完没有一点惊心动魄。
1535994300,除“人兽厮杀”之外，“人性颠覆”同样也极具看点
1360114543,嗜血“九头蛇”，可对标一些好莱坞的巨蟒片来凸显质感，比如《狂蟒之灾》
1184094473,这电影太好了，起码投资五千块。
1234869573,这什么辣鸡电影？最后那个注射器有针头？别拍第二部，丢人死了，一点演技都没有，男主连个女人都打不过，还打蛇？
1465469069,真的是垃圾电视，浪费流量，导演可以去乡下种菜了。
1603756242,牛逼[大拇指]导演也是人才
1581420703,我打分，一分都不给，谢谢配合[吐舌]
1307043408,大蛇，双头蛇，三头蛇，四头蛇，五六七八九头蛇！
1718068524,咋样
1564874508,上山下海战斗还穿露脐露大腿的是真心不喜欢的风格   点点布料显得只是用来遮羞的
481416789,托越多电影越不咋滴
1314826262,蛇还会自己开门，拖出司机
719275364,[真棒]
1703843864,我想说的是这部电影不值的浪漫时间观看
1374224681,差评
1252751650,有一说一，特效真一般，剧情虽然有bug，但整体挺不错的，有悬疑有反转，比一般的网大好多了
1715042638,这拍的什么呀[滑稽]
1810416997,感觉此剧相当差劲:thumbs_down:，还没大蛇看起来好看，还是以后别拍电影了，去上班吧
1179092265,总结：看着着急，真的很着急，着急得一皮
1891745305,差评
1789451811,我居然看完了我也是厉害演技太差了无语
1772447236,唉，还不如看动画片有意思，
404836451,我想问问这什么东西我怎么没明白 怎么搞的好沙雕 而且那最后的那个尹什么的怎么死的我来回看了好多遍都没看到他怎么死的
904109074,啥也不是
836080940,太假了 坑人
1304122865,林育塘你个废物
1581200686,投资大小不说 特效好不好 不说 关键是傻子镜头那么多
1942182427,垃圾桶回收，浪费电[吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][咦][吐][吐][吐][咦][吐][吐][吐][咦][咦][咦][咦][咦][咦][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐]
1537482527,奥斯卡最佳外语片。
2006442558,中国人拍蛇片一点都不刺激
1427925152,主角出现了多少分钟
451703568,真尼妈好看
1534074391,还没看，我就知道这是必须5星好评的，多骗几个人来看，不能只瞎我一个[吐舌]
1320777291,只能算网剧，没资格算电影
1959038403,有够假的
1733188405,男主也太无能了，
777343578,拍的真好！场面壮观宏大，电脑特技逼真，这几年难得的用心之作。
778622316,好好的剧情，被演成这样，不惊不险，哎，国产电影还要努力
2035876666,垃圾中的战斗鸡 尬死人了
1635086648,这……给个一星都觉得多……
838421615,打卡
1049170521,现在啥都能成电影放出来
423130563,垃圾电影，评分4.5拍的什么东西，特效也假
422227641,和闹着玩似的
1375550819,做任务
830984318,说真的，国产电影特效简直是侮辱观众智商。
852515606,"差评
"
1087109243,这电影也是没谁了，1小时05分55秒，拿着枪的人莫名就靠着柱子死了，厉害。
1024943857,"垃圾啊，怎么打分啊
"
1342297092,那个小希怎么像整容失败了一样
1848478736,好好看啊，应该是今年电影的惊喜
2033127163,这特效，100分，杠杠的，五毛钱都没有
795808556,太假了，都不咬人
1315434202,选角丑，演技尬，简直惊呆了！！
1312626830,国产这类电影从不看    你们也不要看   直接影响心情
1126163779,畏惧强光白天怎么还出来
778242541,看了评论灰溜溜的走了
1747929988,真是太辣鸡了，看预告还以为很好看呢？
518887616,以后再也不看这样的剧了，太狗血了
1593151437,看着就来火
1189480390,不得不说这个片子水军真是多啊，蛇的绿眼睛就和绿灯泡一样，都没动过一下！竟然还有那么多人评论逼真！哎！可笑至极！垃圾！
429675979,这皮衣女长得一般身材倒是还不错
1968096660,这才是蛇宝宝
1370371138,太垃圾了 有段不明不白的
955487326,话说原始森林，与世隔绝，哪来的路？
2033653285,我是来看美女的[呵呵]
1141889794,垃圾电影，现在的剧本真的是太垃圾了
1968096660,这宝宝(づ￣ ³￣)づ
1568857030,这演得浪费流量看
1388595231,没必要漏乳沟的事，偏要漏出来有必要吗
1067528031,什么东西
1187730212,简直辣椒，太假了，一直都没见蛇:snake:
1207289453,难看的不能在难看了
1341331139,中国最破烂的片
1748498619,贪欲九头蛇  巨型九头蛇  两件套
1499080618,这喜剧片挺好看
1700061435,太假了[勉强]
1474331091,什么编剧，来搞笑的
1214026281,现在的电影越来越不好看了，哎……智商不在线啊
1966219411,剧情不错！但演员演得烂！可惜了剧本！
800932675,垃圾中的战斗机！没有第二[喷][喷][喷][喷][喷][喷][喷][喷][喷][喷][喷][喷][喷][喷][喷][喷][喷][喷][喷][喷][喷][喷][喷]
1144073880,太垃圾了，垃圾到惨不忍睹的电影
1446815725,要多烂有多烂
1486684336,好看！
1351769013,导演也是真能扯  太烂
1351769013,就这。。。。
2013030705,零分都不配
546232294,我看名字我以为是外国的 没想到是国产的科幻片
1709603237,人烂、剧情烂
917927491,哇哇哇！蟒蛇出来了……一口把男主角鸟鸟咬掉了！哈哈哈
1593721868,哈哈哈  这电影尬的我想笑[勉强][勉强][勉强][勉强][勉强][勉强][勉强]
1845530658,期待第二部
1817219599,这个教授和穿黑衣服女的应该在破屋里让九头蛇吃掉，不然出来祸害人
1817219599,卧槽，这些电视剧拍得，这种女人都能打过男人，真是没人拍了，
598809474,怕的不行了，太刺激人了，可怕
